word;lemma
disguises;disguise
cuckoo;cuckoo
colonels;colonel
fairy;fairy
cantons;canton
couches;couch
barrow;barrow
agitator;agitator
astrologer;astrologer
navigators;navigator
nightingale;nightingale
myriads;myriad
footpath;footpath
accusers;accuser
litters;litter
caresses;caress
resumes;resume
emoluments;emolument
playmates;playmate
chandelier;chandelier
socialist;socialist
golfers;golfer
tulips;tulip
bullocks;bullock
bastions;bastion
gorges;gorge
nicknames;nickname
pinion;pinion
cavalier;cavalier
sorcerers;sorcerer
specks;speck
stirrups;stirrup
headland;headland
spinners;spinner
eunuchs;eunuch
shin;shin
epigram;epigram
commando;commando
rubies;ruby
rogues;rogue
shearing;shear
revolvers;revolver
loophole;loophole
receptacles;receptacle
shawls;shawl
tendrils;tendril
foils;foil
cockroaches;cockroach
poplar;poplar
penguins;penguin
prow;prow
baboon;baboon
rattlesnake;rattlesnake
pumpkin;pumpkin
stirrup;stirrup
gauntlet;gauntlet
expedients;expedient
spinster;spinster
prospectors;prospector
sofas;sofa
exclamations;exclamation
eunuch;eunuch
privateers;privateer
grey;grey
hatches;hatch
physiologist;physiologist
inundation;inundation
interrogations;interrogation
husk;husk
acknowledgments;acknowledgment
reverberation;reverberation
silhouettes;silhouette
unities;unity
prodigy;prodigy
woodcut;woodcut
brocade;brocade
misrepresentations;misrepresentation
indiscretion;indiscretion
rioting;riot
buckles;buckle
accuser;accuser
beaks;beak
cartilages;cartilage
limes;lime
regents;regent
grasshopper;grasshopper
refuges;refuge
intimations;intimation
pulsations;pulsation
infidel;infidel
boils;boil
yearnings;yearning
embellishments;embellishment
disputation;disputation
pickle;pickle
sitters;sitter
concertos;concerto
raspberries;raspberry
stuffs;stuff
gasps;gasp
pranks;prank
platitudes;platitude
staircases;staircase
ledgers;ledger
allegories;allegory
unionist;unionist
alternations;alternation
botanists;botanist
hors;hor
frivolity;frivolity
lepers;leper
tubercles;tubercle
giggle;giggle
diggers;digger
discomforts;discomfort
mariner;mariner
grub;grub
eyeglasses;eyeglass
bulkhead;bulkhead
damsel;damsel
peddlers;peddler
invocations;invocation
babes;babe
exaggerations;exaggeration
bungalows;bungalow
autres;autre
tribune;tribune
freaks;freak
aspirant;aspirant
shaker;shaker
dissensions;dissension
waxes;wax
denizens;denizen
likenesses;likeness
commandos;commando
bower;bower
flake;flake
connexions;connexion
rubbers;rubber
lockers;locker
mouldings;moulding
haunches;haunch
halter;halter
buns;bun
suppositions;supposition
tugs;tug
accompaniments;accompaniment
grunts;grunt
crusader;crusader
pelts;pelt
stragglers;straggler
cabs;cab
bullock;bullock
husks;husk
canto;canto
undertaker;undertaker
incantation;incantation
sakes;sake
satires;satire
ensign;ensign
branding;brand
objectors;objector
embankments;embankment
sham;sham
mussel;mussel
canines;canine
fief;fief
aspirants;aspirant
enthusiasms;enthusiasm
deceptions;deception
dragoons;dragoon
reprisal;reprisal
equinox;equinox
parlors;parlor
mangroves;mangrove
aspen;aspen
greenhouses;greenhouse
dreamers;dreamer
cask;cask
sills;sill
royalists;royalist
talisman;talisman
medallions;medallion
gentiles;gentile
aphorisms;aphorism
kettles;kettle
patrician;patrician
fliers;flier
toils;toil
meteors;meteor
trapper;trapper
cubits;cubit
peddler;peddler
hindrances;hindrance
pawns;pawn
courtesan;courtesan
physiologists;physiologist
mythologies;mythology
fide;fide
axles;axle
baptisms;baptism
cobwebs;cobweb
berths;berth
vanes;vane
scorpions;scorpion
heron;heron
legation;legation
bouquets;bouquet
knapsack;knapsack
curd;curd
tombstones;tombstone
falsehoods;falsehood
platoons;platoon
doers;doer
setter;setter
repeater;repeater
shire;shire
inspirations;inspiration
pumpkins;pumpkin
mooring;mooring
balustrade;balustrade
exactions;exaction
terrier;terrier
tumbler;tumbler
clipping;clipping
burgesses;burgess
legate;legate
parodies;parody
removals;removal
drummers;drummer
brewers;brewer
ravens;raven
ladle;ladle
elves;elf
loin;loin
bounties;bounty
levees;levee
earthworks;earthwork
bards;bard
tart;tart
packers;packer
firs;fir
cockroach;cockroach
steamboats;steamboat
animosities;animosity
scrape;scrape
brewer;brewer
airship;airship
raspberry;raspberry
requisitions;requisition
chum;chum
ruts;rut
chimes;chime
camper;camper
impostor;impostor
crooks;crook
placards;placard
goldsmith;goldsmith
billet;billet
meteor;meteor
giggles;giggle
polyp;polyp
emeralds;emerald
angler;angler
tributary;tributary
feller;feller
couriers;courier
belles;belle
barbarity;barbarity
colonnade;colonnade
wart;wart
relapses;relapse
gash;gash
ministrations;ministration
petticoats;petticoat
jailer;jailer
searchers;searcher
boulevards;boulevard
lotteries;lottery
woodcuts;woodcut
candlesticks;candlestick
foresters;forester
fatigues;fatigue
stairways;stairway
stoppages;stoppage
heifers;heifer
peduncle;peduncle
sighting;sigh
lures;lure
roadways;roadway
cannibals;cannibal
giraffe;giraffe
shanty;shanty
wrestler;wrestler
thoroughfares;thoroughfare
canton;canton
skiff;skiff
charger;charger
civilisations;civilisation
canopies;canopy
platters;platter
perversions;perversion
clap;clap
schoolboys;schoolboy
beacons;beacon
snort;snort
indignities;indignity
pheasants;pheasant
visitations;visitation
kennel;kennel
diversities;diversity
humiliations;humiliation
pickers;picker
lamentations;lamentation
dropping;drop
cedars;cedar
modulations;modulation
interludes;interlude
rescuers;rescuer
knuckle;knuckle
spares;spare
scruple;scruple
rattles;rattle
ointments;ointment
monstrosity;monstrosity
accessions;accession
felons;felon
crags;crag
wiles;wile
alligators;alligator
hoards;hoard
shrimps;shrimp
terns;tern
cairn;cairn
burglars;burglar
practise;practise
northerners;northerner
whalers;whaler
haunt;haunt
colliery;colliery
watcher;watcher
plows;plow
mummies;mummy
taunts;taunt
mountaineers;mountaineer
conspirator;conspirator
brigands;brigand
coughs;cough
gratifications;gratification
cottonwood;cottonwood
premiss;premiss
petal;petal
courtesies;courtesy
informations;information
sprite;sprite
persecutors;persecutor
crumb;crumb
frills;frill
moraine;moraine
pallets;pallet
barbs;barb
rescuer;rescuer
grits;grit
toasts;toast
spurts;spurt
scavenger;scavenger
barbers;barber
forgeries;forgery
homeward;homeward
iniquities;iniquity
garret;garret
matrons;matron
humours;humour
buttress;buttress
armchairs;armchair
cabbages;cabbage
pitfall;pitfall
emanations;emanation
corset;corset
stunts;stunt
gunboat;gunboat
leeches;leech
philanthropists;philanthropist
loyalist;loyalist
excellency;excellency
alder;alder
muffin;muffin
predilections;predilection
vats;vat
eater;eater
pulpits;pulpit
conveyances;conveyance
poplars;poplar
scoundrels;scoundrel
weasel;weasel
squall;squall
recriminations;recrimination
pinnacles;pinnacle
inquirer;inquirer
tadpoles;tadpole
zealots;zealot
pails;pail
rebuff;rebuff
foundries;foundry
shooters;shooter
petticoat;petticoat
heralds;herald
tapers;taper
connoisseurs;connoisseur
snob;snob
scabbard;scabbard
snatches;snatch
prefaces;preface
corruptions;corruption
portent;portent
insurrections;insurrection
pursuer;pursuer
cinders;cinder
hermits;hermit
maples;maple
talons;talon
successions;succession
isles;isle
brat;brat
commonplaces;commonplace
orations;oration
rainbows;rainbow
comforter;comforter
boxers;boxer
hesitations;hesitation
mints;mint
digressions;digression
oddities;oddity
reunions;reunion
epigrams;epigram
throngs;throng
remonstrance;remonstrance
ploughs;plough
sunsets;sunset
emigrant;emigrant
patricians;patrician
billets;billet
executioners;executioner
stenographer;stenographer
schooners;schooner
stares;stare
tassels;tassel
festivity;festivity
heifer;heifer
decays;decay
minstrels;minstrel
indentations;indentation
stile;stile
solicitations;solicitation
cocoons;cocoon
sentinels;sentinel
searcher;searcher
tramps;tramp
wanderers;wanderer
slipper;slipper
compasses;compass
moraines;moraine
palisade;palisade
cloisters;cloister
woodpecker;woodpecker
objector;objector
participles;participle
demagogues;demagogue
tes;te
splashes;splashe
susceptibilities;susceptibility
radish;radish
moulding;moulding
pounders;pounder
goers;goer
wrinkle;wrinkle
shoal;shoal
carver;carver
ciphers;cipher
gendarmes;gendarme
provocations;provocation
hillock;hillock
snarl;snarl
barristers;barrister
embraces;embrace
flecks;fleck
misdemeanors;misdemeanor
quack;quack
anniversaries;anniversary
spec;spec
hoes;hoe
jumpers;jumper
vanities;vanity
panics;panic
combines;combine
prongs;prong
pageants;pageant
gondola;gondola
originators;originator
bon;bon
surround;surround
forester;forester
candlestick;candlestick
congratulation;congratulation
griefs;grief
combatant;combatant
billows;billow
wrestlers;wrestler
declamation;declamation
contrivances;contrivance
aviator;aviator
glade;glade
demerits;demerit
drones;drone
waggon;waggon
sows;sow
felon;felon
bazaars;bazaar
purveyors;purveyor
harpoon;harpoon
calumny;calumny
statuette;statuette
shivers;shiver
clam;clam
oppressions;oppression
hulk;hulk
archer;archer
howls;howl
barrack;barrack
parasol;parasol
partridge;partridge
fiefs;fief
materialists;materialist
mourner;mourner
deserter;deserter
tenures;tenure
alchemists;alchemist
nuisances;nuisance
seaports;seaport
gourds;gourd
benefices;benefice
wench;wench
blotches;blotch
pal;pal
bonfires;bonfire
recitations;recitation
carbine;carbine
barrows;barrow
plantain;plantain
manures;manure
archbishops;archbishop
royalist;royalist
actualities;actuality
herons;heron
surmise;surmise
gazelle;gazelle
trumpeter;trumpeter
intricacy;intricacy
aggressions;aggression
evolutions;evolution
rafter;rafter
prank;prank
treads;tread
snowflakes;snowflake
effigies;effigy
fife;fife
acclamation;acclamation
scalps;scalp
prunes;prune
roman;roman
chimera;chimera
syllogisms;syllogism
brooms;broom
peck;peck
flourishing;flourish
playmate;playmate
skunk;skunk
squires;squire
trams;tram
chamberlain;chamberlain
entreaty;entreaty
autographs;autograph
portents;portent
penguin;penguin
viper;viper
mandarin;mandarin
waggons;waggon
liturgies;liturgy
storehouses;storehouse
watercourses;watercourse
schoolmates;schoolmate
farmhouses;farmhouse
repeaters;repeater
bonnets;bonnet
doublets;doublet
seance;seance
waists;waist
perches;perch
escapades;escapade
spars;spar
smiths;smith
grubs;grub
schoolmasters;schoolmaster
stretchers;stretcher
copyist;copyist
peacocks;peacock
leech;leech
loafers;loafer
hammocks;hammock
aces;ace
breweries;brewery
trestle;trestle
rifts;rift
searchlight;searchlight
hyena;hyena
rivet;rivet
roars;roar
goldsmiths;goldsmith
kerchief;kerchief
rationalists;rationalist
perplexities;perplexity
finches;finch
flourishes;flourish
sureties;surety
sprig;sprig
rivulets;rivulet
cornfield;cornfield
salamanders;salamander
westerners;westerner
leeks;leek
watercourse;watercourse
reverberations;reverberation
liqueur;liqueur
impositions;imposition
tillers;tiller
jockeys;jockey
minions;minion
captor;captor
undulations;undulation
demagogue;demagogue
illuminations;illumination
bailiffs;bailiff
mazes;maze
spar;spar
revolutionists;revolutionist
barnacles;barnacle
dungeons;dungeon
apologist;apologist
trawlers;trawler
pedigrees;pedigree
shrouds;shroud
conceits;conceit
radishes;radish
badger;badger
commoner;commoner
privateer;privateer
dimes;dime
cog;cog
erections;erection
sounding;sound
flints;flint
anemones;anemone
grins;grin
bulwarks;bulwark
treasuries;treasury
thistle;thistle
enamels;enamel
fiddler;fiddler
skate;skate
salamander;salamander
potions;potion
carvers;carver
fume;fume
pretender;pretender
lama;lama
geraniums;geranium
fides;fide
brooches;brooch
steamships;steamship
shoemakers;shoemaker
remembrances;remembrance
currants;currant
thongs;thong
prong;prong
aviators;aviator
garter;garter
wicket;wicket
thong;thong
evasions;evasion
humming;hum
enlargements;enlargement
interpolations;interpolation
agitations;agitation
howitzers;howitzer
statuettes;statuette
triviality;triviality
snaps;snap
tribunes;tribune
alchemist;alchemist
stews;stew
femme;femme
beater;beater
chisels;chisel
pensioner;pensioner
flounder;flounder
tortoises;tortoise
dressmaker;dressmaker
emendation;emendation
digger;digger
muses;muse
climes;clime
beatitude;beatitude
pontoon;pontoon
insinuations;insinuation
snowball;snowball
capers;caper
placard;placard
recrimination;recrimination
lick;lick
portage;portage
picker;picker
poachers;poacher
cor;cor
prospector;prospector
farthing;farthing
hostesses;hostess
anatomist;anatomist
nunnery;nunnery
bamboos;bamboo
bookcases;bookcase
mars;mar
expence;expence
artichokes;artichoke
lug;lug
ferret;ferret
basses;bass
entrenchment;entrenchment
austerities;austerity
aqueducts;aqueduct
druggist;druggist
courtesans;courtesan
talkers;talker
savants;savant
pineapples;pineapple
misses;miss
consolations;consolation
synods;synod
creepers;creeper
goblets;goblet
plaything;plaything
stratagems;stratagem
dedications;dedication
pikes;pike
racer;racer
grocers;grocer
brotherhoods;brotherhood
shins;shin
boars;boar
colonist;colonist
setters;setter
cornices;cornice
creoles;creole
inquisitors;inquisitor
carte;carte
sunflowers;sunflower
deliverer;deliverer
javelin;javelin
recreations;recreation
retorts;retort
cattlemen;cattleman
insinuation;insinuation
suppers;supper
snag;snag
frailties;frailty
exigency;exigency
abominations;abomination
embarrassments;embarrassment
countenances;countenance
rigours;rigour
falcons;falcon
stork;stork
scrapes;scrape
dimples;dimple
cavalrymen;cavalryman
chutes;chute
pontiff;pontiff
combats;combat
fling;f
funnels;funnel
raisin;raisin
creeper;creeper
turbans;turban
extravagances;extravagance
eighths;eighth
piper;piper
cacique;cacique
runes;rune
paroxysm;paroxysm
pretenses;pretense
imitator;imitator
mandarins;mandarin
snags;snag
peal;peal
wrappings;wrapping
discontents;discontent
packer;packer
thistles;thistle
specs;spec
flier;flier
precipices;precipice
carnations;carnation
revels;revel
millers;miller
duets;duet
guerillas;guerilla
dames;dame
carols;carol
inheritances;inheritance
phys;phy
cranks;crank
squatter;squatter
microbe;microbe
hyenas;hyena
priestesses;priestess
presentiment;presentiment
fiends;fiend
warbler;warbler
stallions;stallion
personifications;personification
sluice;sluice
laments;lament
purveyor;purveyor
rattlesnakes;rattlesnake
homme;homme
dictate;dictate
mountaineer;mountaineer
racers;racer
hovels;hovel
collieries;colliery
bladders;bladder
cottons;cotton
wattle;wattle
hovel;hovel
fisher;fisher
condiments;condiment
gladiators;gladiator
hoppers;hopper
prodigies;prodigy
chrysanthemums;chrysanthemum
hawkers;hawker
gravestone;gravestone
prominences;prominence
baffle;baffle
pimples;pimple
raider;raider
gossips;gossip
cramp;cramp
pagan;pagan
padre;padre
tormentors;tormentor
searchlights;searchlight
goblins;goblin
trill;trill
indiscretions;indiscretion
gleams;gleam
sweeper;sweeper
sabre;sabre
casement;casement
incongruities;incongruity
pancake;pancake
entails;entail
intimacies;intimacy
cornfields;cornfield
lamas;lama
grinders;grinder
archangel;archangel
teacup;teacup
mendicant;mendicant
depart;depart
warblers;warbler
lodgers;lodger
catchers;catcher
reveries;revery
morsels;morsel
flashing;flash
grudges;grudge
sips;sip
headlands;headland
annoyances;annoyance
discoverers;discoverer
playthings;plaything
dignitary;dignitary
tarts;tart
sphinx;sphinx
trawler;trawler
cinder;cinder
harangue;harangue
annas;anna
blazes;blaze
boa;boa
distresses;distress
significations;signification
cranberries;cranberry
charlatan;charlatan
lath;lath
lighthouses;lighthouse
messes;mess
decanter;decanter
verities;verity
boarder;boarder
clove;clove
floes;floe
preserver;preserver
hamper;hamper
minnows;minnow
sieges;siege
utensil;utensil
tramway;tramway
birches;birch
voyagers;voyager
remonstrances;remonstrance
mannerism;mannerism
razors;razor
striker;striker
smuggler;smuggler
peons;peon
trumps;trump
chink;chink
lugs;lug
coon;coon
sledges;sledge
adornments;adornment
trespasses;trespass
robins;robin
historiques;historique
clods;clod
persecutor;persecutor
dispensations;dispensation
patties;patty
voles;vole
footpaths;footpath
chime;chime
ruffles;ruffle
libation;libation
belle;belle
dupe;dupe
rosette;rosette
philologist;philologist
cantos;canto
brahman;brahman
beaters;beater
proprieties;propriety
lilacs;lilac
skein;skein
finders;finder
gravestones;gravestone
complexions;complexion
dons;don
junks;junk
excitements;excitement
pretences;pretence
sweethearts;sweetheart
metaphysician;metaphysician
engravers;engraver
plantains;plantain
cranberry;cranberry
paroxysms;paroxysm
sickle;sickle
manes;mane
sedge;sedge
satyr;satyr
rages;rage
anemone;anemone
cribs;crib
idlers;idler
consonant;consonant
dimple;dimple
hauls;haul
lodger;lodger
fawn;fawn
mantles;mantle
baffles;baffle
noodle;noodle
sweepers;sweeper
clasps;clasp
inquisitor;inquisitor
ceases;cease
barb;barb
encampments;encampment
cabal;cabal
partridges;partridge
streamer;streamer
raptures;rapture
tadpole;tadpole
bobbin;bobbin
tomahawk;tomahawk
manufactory;manufactory
escapade;escapade
guerilla;guerilla
scallop;scallop
galleon;galleon
supplications;supplication
coppers;copper
antler;antler
spaniel;spaniel
deceiver;deceiver
hillocks;hillock
salutations;salutation
geranium;geranium
crag;crag
floe;floe
rakes;rake
blackbirds;blackbird
undertakers;undertaker
charlatans;charlatan
importations;importation
colonnades;colonnade
friezes;frieze
quacks;quack
dupes;dupe
dignities;dignity
bulkheads;bulkhead
eulogies;eulogy
artistes;artiste
gnats;gnat
tusk;tusk
copse;copse
taunt;taunt
carnation;carnation
earthwork;earthwork
caprices;caprice
halts;halt
rhododendrons;rhododendron
emir;emir
tyrannies;tyranny
grammes;gramme
slaveholder;slaveholder
troubadours;troubadour
housekeepers;housekeeper
caliphs;caliph
pelt;pelt
warder;warder
gatherer;gatherer
tumblers;tumbler
clime;clime
brahmin;brahmin
ablutions;ablution
shipwrecks;shipwreck
chimeras;chimera
brushing;brush
suffers;suffer
protuberance;protuberance
confessors;confessor
vipers;viper
emendations;emendation
tassel;tassel
carol;carol
federalist;federalist
shanties;shanty
shipmates;shipmate
tinker;tinker
graveyards;graveyard
inquirers;inquirer
potentates;potentate
jeweller;jeweller
thunders;thunder
consorts;consort
slumbers;slumber
teamsters;teamster
porpoises;porpoise
lordships;lordship
slavers;slaver
poultice;poultice
woodpeckers;woodpecker
spools;spool
dissenter;dissenter
avocation;avocation
cairns;cairn
masques;masque
damsels;damsel
oblation;oblation
howling;howl
kindnesses;kindness
femmes;femme
loon;loon
shakers;shaker
acrobats;acrobat
partes;parte
cogs;cog
sprout;sprout
banister;banister
cradles;cradle
mowers;mower
penitent;penitent
curds;curd
physic;physic
caciques;cacique
desertions;desertion
warders;warder
ringer;ringer
penitents;penitent
brawls;brawl
vole;vole
alkaloid;alkaloid
sapphire;sapphire
dram;dram
troll;troll
parapets;parapet
footstep;footstep
ringleaders;ringleader
fastness;fastness
defile;defile
rivulet;rivulet
girdles;girdle
disputations;disputation
watt;watt
salutes;salute
squalls;squall
reaper;reaper
howitzer;howitzer
surrenders;surrender
idolaters;idolater
clogs;clog
cypresses;cypress
benefice;benefice
seances;seance
skewers;skewer
clod;clod
ratifications;ratification
millstone;millstone
caskets;casket
copyists;copyist
totems;totem
dressers;dresser
inclines;incline
kennels;kennel
labyrinths;labyrinth
treasurers;treasurer
petiole;petiole
forges;forge
trivialities;triviality
kiva;kiva
carcase;carcase
presbyters;presbyter
hyacinth;hyacinth
tepee;tepee
ferrets;ferret
artifices;artifice
glades;glade
guardsmen;guardsman
chasms;chasm
avenger;avenger
frocks;frock
buccaneers;buccaneer
slanders;slander
shires;shire
menaces;menace
chrysanthemum;chrysanthemum
libations;libation
skippers;skipper
vigils;vigil
corsets;corset
plaint;plaint
minnow;minnow
sapphires;sapphire
luncheons;luncheon
potentate;potentate
licks;lick
cottonwoods;cottonwood
rhododendron;rhododendron
bricklayer;bricklayer
farces;farce
padres;padre
carbines;carbine
galleons;galleon
turnip;turnip
chases;chase
creeps;creep
cherub;cherub
brasses;brass
petioles;petiole
ditty;ditty
ruff;ruff
colts;colt
excellences;excellence
scones;scone
mesas;mesa
endearment;endearment
pretenders;pretender
wardrobes;wardrobe
suffice;suffice
partakers;partaker
workhouses;workhouse
grandees;grandee
burgher;burgher
burrs;burr
fens;fen
crudity;crudity
shanks;shank
grimaces;grimace
shrugs;shrug
sprites;sprite
giraffes;giraffe
catholic;catholic
peals;peal
verity;verity
metaphysicians;metaphysician
greyhound;greyhound
worshiper;worshiper
tormentor;tormentor
parishioner;parishioner
whaler;whaler
enigmas;enigma
pag;pag
impossibilities;impossibility
entrenchments;entrenchment
superfluity;superfluity
sedges;sedge
skunks;skunk
burr;burr
grates;grate
billings;billing
tern;tern
philologists;philologist
chums;chum
manufactories;manufactory
interjections;interjection
appellations;appellation
corns;corn
aspersions;aspersion
goblin;goblin
cannibal;cannibal
crannies;cranny
parsons;parson
rodent;rodent
fang;fang
penances;penance
entail;entail
bricklayers;bricklayer
nicety;nicety
discords;discord
lozenges;lozenge
facsimiles;facsimile
blackbird;blackbird
passer;passer
rarities;rarity
autre;autre
sicknesses;sickness
enfants;enfant
winks;wink
inductions;induction
canary;canary
savant;savant
pampas;pampa
juggler;juggler
papists;papist
transgressors;transgressor
elf;elf
handicraft;handicraft
rover;rover
chuckles;chuckle
darlings;darling
centaur;centaur
spiritualist;spiritualist
arabesques;arabesque
spinsters;spinster
chronometer;chronometer
satyrs;satyr
zealot;zealot
storks;stork
vicars;vicar
obscurities;obscurity
tentacle;tentacle
legates;legate
spouts;spout
hoarding;hoard
palates;palate
globule;globule
gendarme;gendarme
derives;derive
palisades;palisade
seductions;seduction
pygmy;pygmy
icicles;icicle
interjection;interjection
encomium;encomium
strays;stray
talismans;talisman
bristle;bristle
alcalde;alcalde
exaction;exaction
anatomists;anatomist
gladiator;gladiator
presbyter;presbyter
trills;trill
cavaliers;cavalier
misdemeanor;misdemeanor
diplomatist;diplomatist
stave;stave
weathers;weather
imputations;imputation
innkeepers;innkeeper
platitude;platitude
governesses;governess
gunwale;gunwale
premonitions;premonition
blushes;blush
testaments;testament
sneers;sneer
pistil;pistil
flues;flue
spectres;spectre
augury;augury
pounder;pounder
muzzles;muzzle
bridles;bridle
calumnies;calumny
peon;peon
hommes;homme
airships;airship
dugouts;dugout
suppliant;suppliant
miscreants;miscreant
cantonment;cantonment
protuberances;protuberance
malefactors;malefactor
troubadour;troubadour
proselytes;proselyte
southerner;southerner
splendors;splendor
badgers;badger
intonations;intonation
indentures;indenture
canaries;canary
hulks;hulk
stenographers;stenographer
splendours;splendour
essayists;essayist
jugglers;juggler
pinions;pinion
aristocracies;aristocracy
geyser;geyser
jailers;jailer
leathers;leather
dandelions;dandelion
john;john
herder;herder
mendicants;mendicant
cherubs;cherub
steeples;steeple
ringers;ringer
disquisition;disquisition
rooks;rook
enmities;enmity
garters;garter
breastworks;breastwork
inflammations;inflammation
chansons;chanson
bowers;bower
finch;finch
colliers;collier
chinks;chink
stigmas;stigma
monstrosities;monstrosity
volitions;volition
liqueurs;liqueur
libels;libel
embroideries;embroidery
censures;censure
soule;soule
earner;earner
federalists;federalist
tulip;tulip
draper;draper
sharers;sharer
bellow;bellow
equinoxes;equinox
rubs;rub
ves;f
oblations;oblation
brahmins;brahmin
hornet;hornet
preludes;prelude
adders;adder
fawns;fawn
snowflake;snowflake
tars;tar
rimes;rime
demerit;demerit
artificers;artificer
snobs;snob
freights;freight
avocations;avocation
lancet;lancet
buddhas;buddha
ming;m
impostors;impostor
churchwardens;churchwarden
imprecations;imprecation
scions;scion
alters;alter
silkworms;silkworm
reapers;reaper
trumpeters;trumpeter
arabesque;arabesque
bagpipes;bagpipe
cormorants;cormorant
plasters;plaster
hornets;hornet
pygmies;pygmy
pebble;pebble
rambles;ramble
caper;caper
burro;burro
gazelles;gazelle
vexations;vexation
shekels;shekel
drips;drip
brats;brat
ministration;ministration
gnome;gnome
sunbeams;sunbeam
bounding;bound
gnat;gnat
frill;frill
skewer;skewer
exhalations;exhalation
cupolas;cupola
ruby;ruby
swindler;swindler
phantasm;phantasm
firebrand;firebrand
furies;fury
hyacinths;hyacinth
rook;rook
ramble;ramble
gulfs;gulf
dries;dry
pansies;pansy
brigand;brigand
pricks;prick
footfalls;footfall
faggots;faggot
weasels;weasel
swindlers;swindler
snatch;snatch
geysers;geyser
mons;mon
nightingales;nightingale
interprets;interpret
pedant;pedant
acrobat;acrobat
cubit;cubit
advices;advice
flickers;flicker
wickets;wicket
citadels;citadel
ringleader;ringleader
poacher;poacher
fiddles;fiddle
dawns;dawn
terriers;terrier
greys;grey
alcoves;alcove
vales;vale
dandelion;dandelion
pickpockets;pickpocket
plaits;plait
surmises;surmise
fellers;feller
acclamations;acclamation
panthers;panther
confiscations;confiscation
trolls;troll
fiddlers;fiddler
tankard;tankard
mutilations;mutilation
enchantments;enchantment
plover;plover
artichoke;artichoke
bole;bole
ablution;ablution
cutlass;cutlass
waistcoats;waistcoat
sluices;sluice
blotch;blotch
beeches;beech
delinquencies;delinquency
pontoons;pontoon
doorsteps;doorstep
balustrades;balustrade
transgressor;transgressor
pips;pip
cudgel;cudgel
curios;curio
devas;deva
gnomes;gnome
cavalryman;cavalryman
dun;dun
counterfeit;counterfeit
confection;confection
rill;rill
laths;lath
almshouses;almshouse
hexameter;hexameter
javelins;javelin
scourges;scourge
mon;mon
wayfarer;wayfarer
coffer;coffer
emolument;emolument
moats;moat
anathema;anathema
wagers;wager
keels;keel
parsnips;parsnip
schoolmate;schoolmate
tackles;tackle
corsairs;corsair
hogsheads;hogshead
quarto;quarto
soothsayer;soothsayer
flirtations;flirtation
choristers;chorister
sunbeam;sunbeam
blasphemies;blasphemy
masquerades;masquerade
drovers;drover
sickles;sickle
motes;mote
amours;amour
witticisms;witticism
potteries;pottery
artificer;artificer
commendations;commendation
acquirements;acquirement
revolutionist;revolutionist
harpoons;harpoon
rectors;rector
burros;burro
hank;hank
dyers;dyer
protestation;protestation
skeins;skein
scrubs;scrub
commonwealths;commonwealth
waif;waif
rune;rune
idler;idler
affectations;affectation
moccasin;moccasin
flatterers;flatterer
censer;censer
stoker;stoker
heaths;heath
undulation;undulation
phantasms;phantasm
archangels;archangel
catholics;catholic
soothsayers;soothsayer
importunity;importunity
splashing;splashe
prune;prune
dews;dew
slaps;slap
raps;rap
cudgels;cudgel
curates;curate
almshouse;almshouse
allurements;allurement
mischiefs;mischief
shepherdess;shepherdess
buddha;buddha
slaver;slaver
parasols;parasol
tory;tory
ting;te
cobweb;cobweb
plait;plait
pantomimes;pantomime
usurpations;usurpation
gallant;gallant
proctor;proctor
delineations;delineation
ales;ale
knapsacks;knapsack
artiste;artiste
bobbins;bobbin
loons;loon
comforters;comforter
voyager;voyager
snowballs;snowball
hummocks;hummock
rills;rill
mutter;mutter
deputations;deputation
teamster;teamster
fen;fen
dressmakers;dressmaker
peduncles;peduncle
spiritualists;spiritualist
seigneur;seigneur
alders;alder
crony;crony
sabres;sabre
pedlar;pedlar
brocades;brocade
chauffeurs;chauffeur
sardine;sardine
condiment;condiment
mercenary;mercenary
briars;briar
incendiaries;incendiary
tramways;tramway
vestment;vestment
gashes;gash
benedictions;benediction
chancellors;chancellor
harangues;harangue
trestles;trestle
patty;patty
excrescences;excrescence
individualities;individuality
subterfuges;subterfuge
buffets;buffet
civilities;civility
causeways;causeway
milliner;milliner
tories;tory
briar;briar
boons;boon
tumults;tumult
burgess;burgess
silkworm;silkworm
millstones;millstone
rudders;rudder
encouragements;encouragement
sharer;sharer
teacups;teacup
fastnesses;fastness
chanson;chanson
greyhounds;greyhound
ladles;ladle
freezes;freeze
carter;carter
legations;legation
jewellers;jeweller
derive;derive
topsail;topsail
fathom;fathom
quails;quail
pickpocket;pickpocket
confections;confection
miscreant;miscreant
acquirement;acquirement
rounding;round
heals;heal
stabs;stab
champ;champ
frescos;fresco
pip;pip
porpoise;porpoise
muskrats;muskrat
depredation;depredation
excellencies;excellency
footfall;footfall
tendril;tendril
ejaculations;ejaculation
livre;livre
spruces;spruce
ferments;ferment
promontories;promontory
leek;leek
ensigns;ensign
eminences;eminence
flannels;flannel
sachem;sachem
hopping;hop
emirs;emir
conservatories;conservatory
lasses;lass
baubles;bauble
rebuffs;rebuff
velvets;velvet
parlours;parlour
gondolas;gondola
revel;revel
kivas;kiva
homewards;homeward
witticism;witticism
deceivers;deceiver
coachmen;coachman
strolls;stroll
promenades;promenade
chargers;charger
duds;dud
trinket;trinket
pinches;pinch
vertebrate;vertebrate
bloodhounds;bloodhound
druggists;druggist
nunneries;nunnery
